file,relative,table_name,columns
data\Casablanca\TME-ONE\P.Active Générale.csv,Casablanca\TME-ONE\P.Active Générale.csv,P.Active_Générale,Timestamp;Trend Flags;Status;Value (kW)
data\Casablanca\TME-ONE\Température Ambiante.csv,Casablanca\TME-ONE\Température Ambiante.csv,Température_Ambiante,Timestamp;Trend Flags;Status;Value
data\Casablanca\TME-ONE\Température Extérieure.csv,Casablanca\TME-ONE\Température Extérieure.csv,Température_Extérieure,Timestamp;Trend Flags;Status;Value
data\Casablanca\TZG-ONE\Etat CLIM A.csv,Casablanca\TZG-ONE\Etat CLIM A.csv,Etat_CLIM_A,Timestamp;Trend Flags;Status;Value
data\Casablanca\TZG-ONE\Etat CLIM B.csv,Casablanca\TZG-ONE\Etat CLIM B.csv,Etat_CLIM_B,Timestamp;Trend Flags;Status;Value
data\Casablanca\TZG-ONE\Etat CLIM C.csv,Casablanca\TZG-ONE\Etat CLIM C.csv,Etat_CLIM_C,Timestamp;Trend Flags;Status;Value
data\Casablanca\TZG-ONE\Etat CLIM D.csv,Casablanca\TZG-ONE\Etat CLIM D.csv,Etat_CLIM_D,Timestamp;Trend Flags;Status;Value
data\Casablanca\TZG-ONE\Etat Porte.csv,Casablanca\TZG-ONE\Etat Porte.csv,Etat_Porte,Timestamp;Trend Flags;Status;Value
data\Casablanca\TZG-ONE\P.Active CLIM.csv,Casablanca\TZG-ONE\P.Active CLIM.csv,P.Active_CLIM,Timestamp;Trend Flags;Status;Value (kW)
data\Casablanca\TZG-ONE\P.Active Générale.csv,Casablanca\TZG-ONE\P.Active Générale.csv,P.Active_Générale,Timestamp;Trend Flags;Status;Value (kW)
data\Casablanca\TZG-ONE\Température Ambiante.csv,Casablanca\TZG-ONE\Température Ambiante.csv,Température_Ambiante,Timestamp;Trend Flags;Status;Value
data\Casablanca\TZG-ONE\Température Extérieure.csv,Casablanca\TZG-ONE\Température Extérieure.csv,Température_Extérieure,Timestamp;Trend Flags;Status;Value
data\Casablanca\TZR-ONE\Etat CLIM A.csv,Casablanca\TZR-ONE\Etat CLIM A.csv,Etat_CLIM_A,Timestamp;Trend Flags;Status;Value
data\Casablanca\TZR-ONE\Etat CLIM B.csv,Casablanca\TZR-ONE\Etat CLIM B.csv,Etat_CLIM_B,Timestamp;Trend Flags;Status;Value
data\Casablanca\TZR-ONE\Etat CLIM C.csv,Casablanca\TZR-ONE\Etat CLIM C.csv,Etat_CLIM_C,Timestamp;Trend Flags;Status;Value
data\Casablanca\TZR-ONE\Etat Porte.csv,Casablanca\TZR-ONE\Etat Porte.csv,Etat_Porte,Timestamp;Trend Flags;Status;Value
data\Casablanca\TZR-ONE\P.Active CLIM.csv,Casablanca\TZR-ONE\P.Active CLIM.csv,P.Active_CLIM,Timestamp;Trend Flags;Status;Value (kW)
data\Casablanca\TZR-ONE\P.Active Générale.csv,Casablanca\TZR-ONE\P.Active Générale.csv,P.Active_Générale,Timestamp;Trend Flags;Status;Value (kW)
data\Casablanca\TZR-ONE\Température Ambiante.csv,Casablanca\TZR-ONE\Température Ambiante.csv,Température_Ambiante,Timestamp;Trend Flags;Status;Value
data\Casablanca\TZR-ONE\Température Extérieure.csv,Casablanca\TZR-ONE\Température Extérieure.csv,Température_Extérieure,Timestamp;Trend Flags;Status;Value
data\Laayoune\DAK-MCO\Etat CLIM A.csv,Laayoune\DAK-MCO\Etat CLIM A.csv,Etat_CLIM_A,Timestamp;Trend Flags;Status;Value
data\Laayoune\DAK-MCO\Etat CLIM B.csv,Laayoune\DAK-MCO\Etat CLIM B.csv,Etat_CLIM_B,Timestamp;Trend Flags;Status;Value
data\Laayoune\DAK-MCO\Etat CLIM C.csv,Laayoune\DAK-MCO\Etat CLIM C.csv,Etat_CLIM_C,Timestamp;Trend Flags;Status;Value
data\Laayoune\DAK-MCO\Etat CLIM D.csv,Laayoune\DAK-MCO\Etat CLIM D.csv,Etat_CLIM_D,Timestamp;Trend Flags;Status;Value
data\Laayoune\DAK-MCO\Etat Porte.csv,Laayoune\DAK-MCO\Etat Porte.csv,Etat_Porte,Timestamp;Trend Flags;Status;Value
data\Laayoune\DAK-MCO\P.Active CLIM.csv,Laayoune\DAK-MCO\P.Active CLIM.csv,P.Active_CLIM,Timestamp;Trend Flags;Status;Value (kW)
data\Laayoune\DAK-MCO\P.Active Générale.csv,Laayoune\DAK-MCO\P.Active Générale.csv,P.Active_Générale,Timestamp;Trend Flags;Status;Value (kW)
data\Laayoune\DAK-MCO\Température Ambiante.csv,Laayoune\DAK-MCO\Température Ambiante.csv,Température_Ambiante,Timestamp;Trend Flags;Status;Value
data\Laayoune\DAK-MCO\Température Extérieure.csv,Laayoune\DAK-MCO\Température Extérieure.csv,Température_Extérieure,Timestamp;Trend Flags;Status;Value
data\Laayoune\DAK-ONE\Etat CLIM A.csv,Laayoune\DAK-ONE\Etat CLIM A.csv,Etat_CLIM_A,Timestamp;Trend Flags;Status;Value
data\Laayoune\DAK-ONE\Etat CLIM B.csv,Laayoune\DAK-ONE\Etat CLIM B.csv,Etat_CLIM_B,Timestamp;Trend Flags;Status;Value
data\Laayoune\DAK-ONE\Etat Porte.csv,Laayoune\DAK-ONE\Etat Porte.csv,Etat_Porte,Timestamp;Trend Flags;Status;Value
data\Laayoune\DAK-ONE\P.Active CLIM.csv,Laayoune\DAK-ONE\P.Active CLIM.csv,P.Active_CLIM,Timestamp;Trend Flags;Status;Value (kW)
data\Laayoune\DAK-ONE\P.Active Générale.csv,Laayoune\DAK-ONE\P.Active Générale.csv,P.Active_Générale,Timestamp;Trend Flags;Status;Value (kW)
data\Laayoune\DAK-ONE\Température Ambiante.csv,Laayoune\DAK-ONE\Température Ambiante.csv,Température_Ambiante,Timestamp;Trend Flags;Status;Value
data\Laayoune\DAK-ONE\Température Extérieure.csv,Laayoune\DAK-ONE\Température Extérieure.csv,Température_Extérieure,Timestamp;Trend Flags;Status;Value
data\Laayoune\LAAY-MCO\Etat CLIM A.csv,Laayoune\LAAY-MCO\Etat CLIM A.csv,Etat_CLIM_A,Timestamp;Trend Flags;Status;Value
data\Laayoune\LAAY-MCO\Etat CLIM B.csv,Laayoune\LAAY-MCO\Etat CLIM B.csv,Etat_CLIM_B,Timestamp;Trend Flags;Status;Value
data\Laayoune\LAAY-MCO\Etat CLIM C.csv,Laayoune\LAAY-MCO\Etat CLIM C.csv,Etat_CLIM_C,Timestamp;Trend Flags;Status;Value
data\Laayoune\LAAY-MCO\Etat CLIM D.csv,Laayoune\LAAY-MCO\Etat CLIM D.csv,Etat_CLIM_D,Timestamp;Trend Flags;Status;Value
data\Laayoune\LAAY-MCO\Etat Porte.csv,Laayoune\LAAY-MCO\Etat Porte.csv,Etat_Porte,Timestamp;Trend Flags;Status;Value
data\Laayoune\LAAY-MCO\P.Active CLIM.csv,Laayoune\LAAY-MCO\P.Active CLIM.csv,P.Active_CLIM,Timestamp;Trend Flags;Status;Value (kW)
data\Laayoune\LAAY-MCO\P.Active Générale.csv,Laayoune\LAAY-MCO\P.Active Générale.csv,P.Active_Générale,Timestamp;Trend Flags;Status;Value (kW)
data\Laayoune\LAAY-MCO\Température Ambiante.csv,Laayoune\LAAY-MCO\Température Ambiante.csv,Température_Ambiante,Timestamp;Trend Flags;Status;Value
data\Laayoune\LAAY-MCO\Température Extérieure.csv,Laayoune\LAAY-MCO\Température Extérieure.csv,Température_Extérieure,Timestamp;Trend Flags;Status;Value
data\Marrakech\BGU-ONCF\Etat CLIM A.csv,Marrakech\BGU-ONCF\Etat CLIM A.csv,Etat_CLIM_A,Timestamp;Trend Flags;Status;Value
data\Marrakech\BGU-ONCF\Etat CLIM B.csv,Marrakech\BGU-ONCF\Etat CLIM B.csv,Etat_CLIM_B,Timestamp;Trend Flags;Status;Value
data\Marrakech\BGU-ONCF\Etat CLIM C.csv,Marrakech\BGU-ONCF\Etat CLIM C.csv,Etat_CLIM_C,Timestamp;Trend Flags;Status;Value
data\Marrakech\BGU-ONCF\Etat Porte.csv,Marrakech\BGU-ONCF\Etat Porte.csv,Etat_Porte,Timestamp;Trend Flags;Status;Value
data\Marrakech\BGU-ONCF\Température Ambiante.csv,Marrakech\BGU-ONCF\Température Ambiante.csv,Température_Ambiante,Timestamp;Trend Flags;Status;Value
data\Marrakech\BGU-ONCF\Température Extérieure.csv,Marrakech\BGU-ONCF\Température Extérieure.csv,Température_Extérieure,Timestamp;Trend Flags;Status;Value
data\Marrakech\BGU-ONE\Etat CLIM A.csv,Marrakech\BGU-ONE\Etat CLIM A.csv,Etat_CLIM_A,Timestamp;Trend Flags;Status;Value
data\Marrakech\BGU-ONE\Etat CLIM B.csv,Marrakech\BGU-ONE\Etat CLIM B.csv,Etat_CLIM_B,Timestamp;Trend Flags;Status;Value
data\Marrakech\BGU-ONE\Etat CLIM C.csv,Marrakech\BGU-ONE\Etat CLIM C.csv,Etat_CLIM_C,Timestamp;Trend Flags;Status;Value
data\Marrakech\BGU-ONE\Etat CLIM D.csv,Marrakech\BGU-ONE\Etat CLIM D.csv,Etat_CLIM_D,Timestamp;Trend Flags;Status;Value
data\Marrakech\BGU-ONE\Etat Porte.csv,Marrakech\BGU-ONE\Etat Porte.csv,Etat_Porte,Timestamp;Trend Flags;Status;Value
data\Marrakech\BGU-ONE\P.Active CLIM.csv,Marrakech\BGU-ONE\P.Active CLIM.csv,P.Active_CLIM,Timestamp;Trend Flags;Status;Value (kW)
data\Marrakech\BGU-ONE\P.Active Générale.csv,Marrakech\BGU-ONE\P.Active Générale.csv,P.Active_Générale,Timestamp;Trend Flags;Status;Value (kW)
data\Marrakech\BGU-ONE\Température Ambiante.csv,Marrakech\BGU-ONE\Température Ambiante.csv,Température_Ambiante,Timestamp;Trend Flags;Status;Value
data\Marrakech\BGU-ONE\Température Extérieure.csv,Marrakech\BGU-ONE\Température Extérieure.csv,Température_Extérieure,Timestamp;Trend Flags;Status;Value
data\Marrakech\CHC-ONE\Etat CLIM A.csv,Marrakech\CHC-ONE\Etat CLIM A.csv,Etat_CLIM_A,Timestamp;Trend Flags;Status;Value
data\Marrakech\CHC-ONE\Etat CLIM B.csv,Marrakech\CHC-ONE\Etat CLIM B.csv,Etat_CLIM_B,Timestamp;Trend Flags;Status;Value
data\Marrakech\CHC-ONE\Etat CLIM C.csv,Marrakech\CHC-ONE\Etat CLIM C.csv,Etat_CLIM_C,Timestamp;Trend Flags;Status;Value
data\Marrakech\CHC-ONE\Etat CLIM D.csv,Marrakech\CHC-ONE\Etat CLIM D.csv,Etat_CLIM_D,Timestamp;Trend Flags;Status;Value
data\Marrakech\CHC-ONE\Etat Porte.csv,Marrakech\CHC-ONE\Etat Porte.csv,Etat_Porte,Timestamp;Trend Flags;Status;Value
data\Marrakech\CHC-ONE\P.Active CLIM.csv,Marrakech\CHC-ONE\P.Active CLIM.csv,P.Active_CLIM,Timestamp;Trend Flags;Status;Value (kW)
data\Marrakech\CHC-ONE\P.Active Générale.csv,Marrakech\CHC-ONE\P.Active Générale.csv,P.Active_Générale,Timestamp;Trend Flags;Status;Value (kW)
data\Marrakech\CHC-ONE\Température Ambiante.csv,Marrakech\CHC-ONE\Température Ambiante.csv,Température_Ambiante,Timestamp;Trend Flags;Status;Value
data\Marrakech\CHC-ONE\Température Extérieure.csv,Marrakech\CHC-ONE\Température Extérieure.csv,Température_Extérieure,Timestamp;Trend Flags;Status;Value
data\Marrakech\ESS-MCO\Etat CLIM A.csv,Marrakech\ESS-MCO\Etat CLIM A.csv,Etat_CLIM_A,Timestamp;Trend Flags;Status;Value
data\Marrakech\ESS-MCO\Etat CLIM B.csv,Marrakech\ESS-MCO\Etat CLIM B.csv,Etat_CLIM_B,Timestamp;Trend Flags;Status;Value
data\Marrakech\ESS-MCO\Etat CLIM C.csv,Marrakech\ESS-MCO\Etat CLIM C.csv,Etat_CLIM_C,Timestamp;Trend Flags;Status;Value
data\Marrakech\ESS-MCO\Etat CLIM D.csv,Marrakech\ESS-MCO\Etat CLIM D.csv,Etat_CLIM_D,Timestamp;Trend Flags;Status;Value
data\Marrakech\ESS-MCO\Etat Porte.csv,Marrakech\ESS-MCO\Etat Porte.csv,Etat_Porte,Timestamp;Trend Flags;Status;Value
data\Marrakech\ESS-MCO\P.Active CLIM.csv,Marrakech\ESS-MCO\P.Active CLIM.csv,P.Active_CLIM,Timestamp;Trend Flags;Status;Value (kW)
data\Marrakech\ESS-MCO\P.Active Générale.csv,Marrakech\ESS-MCO\P.Active Générale.csv,P.Active_Générale,Timestamp;Trend Flags;Status;Value (kW)
data\Marrakech\ESS-MCO\Température Ambiante.csv,Marrakech\ESS-MCO\Température Ambiante.csv,Température_Ambiante,Timestamp;Trend Flags;Status;Value
data\Marrakech\ESS-MCO\Température Extérieure.csv,Marrakech\ESS-MCO\Température Extérieure.csv,Température_Extérieure,Timestamp;Trend Flags;Status;Value
data\Marrakech\MAR-ONE01\Etat CLIM A.csv,Marrakech\MAR-ONE01\Etat CLIM A.csv,Etat_CLIM_A,Timestamp;Trend Flags;Status;Value
data\Marrakech\MAR-ONE01\Etat CLIM B.csv,Marrakech\MAR-ONE01\Etat CLIM B.csv,Etat_CLIM_B,Timestamp;Trend Flags;Status;Value
data\Marrakech\MAR-ONE01\Etat CLIM C.csv,Marrakech\MAR-ONE01\Etat CLIM C.csv,Etat_CLIM_C,Timestamp;Trend Flags;Status;Value
data\Marrakech\MAR-ONE01\Etat CLIM D.csv,Marrakech\MAR-ONE01\Etat CLIM D.csv,Etat_CLIM_D,Timestamp;Trend Flags;Status;Value
data\Marrakech\MAR-ONE01\Etat Porte.csv,Marrakech\MAR-ONE01\Etat Porte.csv,Etat_Porte,Timestamp;Trend Flags;Status;Value
data\Marrakech\MAR-ONE01\P.Active CLIM.csv,Marrakech\MAR-ONE01\P.Active CLIM.csv,P.Active_CLIM,Timestamp;Trend Flags;Status;Value (kW)
data\Marrakech\MAR-ONE01\P.Active Générale.csv,Marrakech\MAR-ONE01\P.Active Générale.csv,P.Active_Générale,Timestamp;Trend Flags;Status;Value (kW)
data\Marrakech\MAR-ONE01\Température Ambiante.csv,Marrakech\MAR-ONE01\Température Ambiante.csv,Température_Ambiante,Timestamp;Trend Flags;Status;Value
data\Marrakech\MAR-ONE01\Température Extérieure.csv,Marrakech\MAR-ONE01\Température Extérieure.csv,Température_Extérieure,Timestamp;Trend Flags;Status;Value
data\Marrakech\MAR-ONE02\Etat CLIM A.csv,Marrakech\MAR-ONE02\Etat CLIM A.csv,Etat_CLIM_A,Timestamp;Trend Flags;Status;Value
data\Marrakech\MAR-ONE02\Etat CLIM B.csv,Marrakech\MAR-ONE02\Etat CLIM B.csv,Etat_CLIM_B,Timestamp;Trend Flags;Status;Value
data\Marrakech\MAR-ONE02\Etat CLIM C.csv,Marrakech\MAR-ONE02\Etat CLIM C.csv,Etat_CLIM_C,Timestamp;Trend Flags;Status;Value
data\Marrakech\MAR-ONE02\Etat CLIM D.csv,Marrakech\MAR-ONE02\Etat CLIM D.csv,Etat_CLIM_D,Timestamp;Trend Flags;Status;Value
data\Marrakech\MAR-ONE02\Etat Porte.csv,Marrakech\MAR-ONE02\Etat Porte.csv,Etat_Porte,Timestamp;Trend Flags;Status;Value
data\Marrakech\MAR-ONE02\P.Active CLIM.csv,Marrakech\MAR-ONE02\P.Active CLIM.csv,P.Active_CLIM,Timestamp;Trend Flags;Status;Value (kW)
data\Marrakech\MAR-ONE02\P.Active Générale.csv,Marrakech\MAR-ONE02\P.Active Générale.csv,P.Active_Générale,Timestamp;Trend Flags;Status;Value (kW)
data\Marrakech\MAR-ONE02\Température Ambiante.csv,Marrakech\MAR-ONE02\Température Ambiante.csv,Température_Ambiante,Timestamp;Trend Flags;Status;Value
data\Marrakech\MAR-ONE02\Température Extérieure.csv,Marrakech\MAR-ONE02\Température Extérieure.csv,Température_Extérieure,Timestamp;Trend Flags;Status;Value
data\Marrakech\OUA-ONE\Etat CLIM A.csv,Marrakech\OUA-ONE\Etat CLIM A.csv,Etat_CLIM_A,Timestamp;Trend Flags;Status;Value
data\Marrakech\OUA-ONE\Etat CLIM B.csv,Marrakech\OUA-ONE\Etat CLIM B.csv,Etat_CLIM_B,Timestamp;Trend Flags;Status;Value
data\Marrakech\OUA-ONE\Etat CLIM C.csv,Marrakech\OUA-ONE\Etat CLIM C.csv,Etat_CLIM_C,Timestamp;Trend Flags;Status;Value
data\Marrakech\OUA-ONE\Etat CLIM D.csv,Marrakech\OUA-ONE\Etat CLIM D.csv,Etat_CLIM_D,Timestamp;Trend Flags;Status;Value
data\Marrakech\OUA-ONE\Etat Porte.csv,Marrakech\OUA-ONE\Etat Porte.csv,Etat_Porte,Timestamp;Trend Flags;Status;Value
data\Marrakech\OUA-ONE\P.Active CLIM.csv,Marrakech\OUA-ONE\P.Active CLIM.csv,P.Active_CLIM,Timestamp;Trend Flags;Status;Value (kW)
data\Marrakech\OUA-ONE\P.Active Générale.csv,Marrakech\OUA-ONE\P.Active Générale.csv,P.Active_Générale,Timestamp;Trend Flags;Status;Value (kW)
data\Marrakech\OUA-ONE\Température Ambiante.csv,Marrakech\OUA-ONE\Température Ambiante.csv,Température_Ambiante,Timestamp;Trend Flags;Status;Value
data\Marrakech\OUA-ONE\Température Extérieure.csv,Marrakech\OUA-ONE\Température Extérieure.csv,Température_Extérieure,Timestamp;Trend Flags;Status;Value
data\Meknès\ALF-ONE\Etat CLIM A.csv,Meknès\ALF-ONE\Etat CLIM A.csv,Etat_CLIM_A,Timestamp;Trend Flags;Status;Value
data\Meknès\ALF-ONE\Etat CLIM B.csv,Meknès\ALF-ONE\Etat CLIM B.csv,Etat_CLIM_B,Timestamp;Trend Flags;Status;Value
data\Meknès\ALF-ONE\Etat Porte.csv,Meknès\ALF-ONE\Etat Porte.csv,Etat_Porte,Timestamp;Trend Flags;Status;Value
data\Meknès\ALF-ONE\P.Active CLIM.csv,Meknès\ALF-ONE\P.Active CLIM.csv,P.Active_CLIM,Timestamp;Trend Flags;Status;Value (kW)
data\Meknès\ALF-ONE\P.Active Générale.csv,Meknès\ALF-ONE\P.Active Générale.csv,P.Active_Générale,Timestamp;Trend Flags;Status;Value (kW)
data\Meknès\ALF-ONE\Température Ambiante.csv,Meknès\ALF-ONE\Température Ambiante.csv,Température_Ambiante,Timestamp;Trend Flags;Status;Value
data\Meknès\ALF-ONE\Température Extérieure.csv,Meknès\ALF-ONE\Température Extérieure.csv,Température_Extérieure,Timestamp;Trend Flags;Status;Value
data\Meknès\AZR-ONE\Etat CLIM A.csv,Meknès\AZR-ONE\Etat CLIM A.csv,Etat_CLIM_A,Timestamp;Trend Flags;Status;Value
data\Meknès\AZR-ONE\Etat CLIM B.csv,Meknès\AZR-ONE\Etat CLIM B.csv,Etat_CLIM_B,Timestamp;Trend Flags;Status;Value
data\Meknès\AZR-ONE\Etat Porte.csv,Meknès\AZR-ONE\Etat Porte.csv,Etat_Porte,Timestamp;Trend Flags;Status;Value
data\Meknès\AZR-ONE\P.Active CLIM.csv,Meknès\AZR-ONE\P.Active CLIM.csv,P.Active_CLIM,Timestamp;Trend Flags;Status;Value (kW)
data\Meknès\AZR-ONE\P.Active Générale.csv,Meknès\AZR-ONE\P.Active Générale.csv,P.Active_Générale,Timestamp;Trend Flags;Status;Value (kW)
data\Meknès\AZR-ONE\Température Ambiante.csv,Meknès\AZR-ONE\Température Ambiante.csv,Température_Ambiante,Timestamp;Trend Flags;Status;Value
data\Meknès\AZR-ONE\Température Extérieure.csv,Meknès\AZR-ONE\Température Extérieure.csv,Température_Extérieure,Timestamp;Trend Flags;Status;Value
data\Meknès\FEZ-MCO\Etat CLIM A.csv,Meknès\FEZ-MCO\Etat CLIM A.csv,Etat_CLIM_A,Timestamp;Trend Flags;Status;Value
data\Meknès\FEZ-MCO\Etat CLIM B.csv,Meknès\FEZ-MCO\Etat CLIM B.csv,Etat_CLIM_B,Timestamp;Trend Flags;Status;Value
data\Meknès\FEZ-MCO\Etat CLIM C.csv,Meknès\FEZ-MCO\Etat CLIM C.csv,Etat_CLIM_C,Timestamp;Trend Flags;Status;Value
data\Meknès\FEZ-MCO\Etat CLIM D.csv,Meknès\FEZ-MCO\Etat CLIM D.csv,Etat_CLIM_D,Timestamp;Trend Flags;Status;Value
data\Meknès\FEZ-MCO\Etat CLIM E.csv,Meknès\FEZ-MCO\Etat CLIM E.csv,Etat_CLIM_E,Timestamp;Trend Flags;Status;Value
data\Meknès\FEZ-MCO\Etat CLIM F.csv,Meknès\FEZ-MCO\Etat CLIM F.csv,Etat_CLIM_F,Timestamp;Trend Flags;Status;Value
data\Meknès\FEZ-MCO\Etat CLIM G.csv,Meknès\FEZ-MCO\Etat CLIM G.csv,Etat_CLIM_G,Timestamp;Trend Flags;Status;Value
data\Meknès\FEZ-MCO\Etat CLIM H.csv,Meknès\FEZ-MCO\Etat CLIM H.csv,Etat_CLIM_H,Timestamp;Trend Flags;Status;Value
data\Meknès\FEZ-MCO\Etat Porte.csv,Meknès\FEZ-MCO\Etat Porte.csv,Etat_Porte,Timestamp;Trend Flags;Status;Value
data\Meknès\FEZ-MCO\P.Active CLIM.csv,Meknès\FEZ-MCO\P.Active CLIM.csv,P.Active_CLIM,Timestamp;Trend Flags;Status;Value (kW)
data\Meknès\FEZ-MCO\P.Active Générale.csv,Meknès\FEZ-MCO\P.Active Générale.csv,P.Active_Générale,Timestamp;Trend Flags;Status;Value (kW)
data\Meknès\FEZ-MCO\Température Ambiante.csv,Meknès\FEZ-MCO\Température Ambiante.csv,Température_Ambiante,Timestamp;Trend Flags;Status;Value
data\Meknès\FEZ-MCO\Température Extérieure.csv,Meknès\FEZ-MCO\Température Extérieure.csv,Température_Extérieure,Timestamp;Trend Flags;Status;Value
data\Meknès\FEZ-ONE\Etat CLIM A.csv,Meknès\FEZ-ONE\Etat CLIM A.csv,Etat_CLIM_A,Timestamp;Trend Flags;Status;Value
data\Meknès\FEZ-ONE\Etat CLIM B.csv,Meknès\FEZ-ONE\Etat CLIM B.csv,Etat_CLIM_B,Timestamp;Trend Flags;Status;Value
data\Meknès\FEZ-ONE\Etat Porte.csv,Meknès\FEZ-ONE\Etat Porte.csv,Etat_Porte,Timestamp;Trend Flags;Status;Value
data\Meknès\FEZ-ONE\P.Active CLIM.csv,Meknès\FEZ-ONE\P.Active CLIM.csv,P.Active_CLIM,Timestamp;Trend Flags;Status;Value (kW)
data\Meknès\FEZ-ONE\P.Active Générale.csv,Meknès\FEZ-ONE\P.Active Générale.csv,P.Active_Générale,Timestamp;Trend Flags;Status;Value (kW)
data\Meknès\FEZ-ONE\Température Ambiante.csv,Meknès\FEZ-ONE\Température Ambiante.csv,Température_Ambiante,Timestamp;Trend Flags;Status;Value
data\Meknès\FEZ-ONE\Température Extérieure.csv,Meknès\FEZ-ONE\Température Extérieure.csv,Température_Extérieure,Timestamp;Trend Flags;Status;Value
data\Meknès\KMR-ONE\Etat CLIM A.csv,Meknès\KMR-ONE\Etat CLIM A.csv,Etat_CLIM_A,Timestamp;Trend Flags;Status;Value
data\Meknès\KMR-ONE\Etat CLIM B.csv,Meknès\KMR-ONE\Etat CLIM B.csv,Etat_CLIM_B,Timestamp;Trend Flags;Status;Value
data\Meknès\KMR-ONE\Etat Porte.csv,Meknès\KMR-ONE\Etat Porte.csv,Etat_Porte,Timestamp;Trend Flags;Status;Value
data\Meknès\KMR-ONE\P.Active CLIM.csv,Meknès\KMR-ONE\P.Active CLIM.csv,P.Active_CLIM,Timestamp;Trend Flags;Status;Value (kW)
data\Meknès\KMR-ONE\P.Active Générale.csv,Meknès\KMR-ONE\P.Active Générale.csv,P.Active_Générale,Timestamp;Trend Flags;Status;Value (kW)
data\Meknès\KMR-ONE\Température Ambiante.csv,Meknès\KMR-ONE\Température Ambiante.csv,Température_Ambiante,Timestamp;Trend Flags;Status;Value
data\Meknès\KMR-ONE\Température Extérieure.csv,Meknès\KMR-ONE\Température Extérieure.csv,Température_Extérieure,Timestamp;Trend Flags;Status;Value
data\Meknès\MEK-MCO\Etat CLIM A.csv,Meknès\MEK-MCO\Etat CLIM A.csv,Etat_CLIM_A,Timestamp;Trend Flags;Status;Value
data\Meknès\MEK-MCO\Etat CLIM B.csv,Meknès\MEK-MCO\Etat CLIM B.csv,Etat_CLIM_B,Timestamp;Trend Flags;Status;Value
data\Meknès\MEK-MCO\Etat CLIM C.csv,Meknès\MEK-MCO\Etat CLIM C.csv,Etat_CLIM_C,Timestamp;Trend Flags;Status;Value
data\Meknès\MEK-MCO\Etat CLIM D.csv,Meknès\MEK-MCO\Etat CLIM D.csv,Etat_CLIM_D,Timestamp;Trend Flags;Status;Value
data\Meknès\MEK-MCO\Etat CLIM E.csv,Meknès\MEK-MCO\Etat CLIM E.csv,Etat_CLIM_E,Timestamp;Trend Flags;Status;Value
data\Meknès\MEK-MCO\Etat CLIM F.csv,Meknès\MEK-MCO\Etat CLIM F.csv,Etat_CLIM_F,Timestamp;Trend Flags;Status;Value
data\Meknès\MEK-MCO\Etat CLIM G.csv,Meknès\MEK-MCO\Etat CLIM G.csv,Etat_CLIM_G,Timestamp;Trend Flags;Status;Value
data\Meknès\MEK-MCO\Etat Porte.csv,Meknès\MEK-MCO\Etat Porte.csv,Etat_Porte,Timestamp;Trend Flags;Status;Value
data\Meknès\MEK-MCO\P.Active CLIM.csv,Meknès\MEK-MCO\P.Active CLIM.csv,P.Active_CLIM,Timestamp;Trend Flags;Status;Value (kW)
data\Meknès\MEK-MCO\P.Active Générale.csv,Meknès\MEK-MCO\P.Active Générale.csv,P.Active_Générale,Timestamp;Trend Flags;Status;Value (kW)
data\Meknès\MEK-MCO\Température Ambiante.csv,Meknès\MEK-MCO\Température Ambiante.csv,Température_Ambiante,Timestamp;Trend Flags;Status;Value
