history:GTC_Multisite_Inwi/Température Ambiante FAR_ONE

Timestamp,Trend Flags,Status,Value (°C)
03-Feb-25 1:00:01 AM WEST,{ },{unackedAlarm},23.0
03-Feb-25 1:15:01 AM WEST,{ },{unackedAlarm},23.3
03-Feb-25 1:30:01 AM WEST,{ },{unackedAlarm},23.6
03-Feb-25 1:45:01 AM WEST,{ },{unackedAlarm},23.8
03-Feb-25 2:00:01 AM WEST,{ },{unackedAlarm},22.7
03-Feb-25 2:15:01 AM WEST,{ },{unackedAlarm},20.9
03-Feb-25 2:30:00 AM WEST,{ },{unackedAlarm},20.7
03-Feb-25 2:45:02 AM WEST,{ },{unackedAlarm},20.7
03-Feb-25 3:00:01 AM WEST,{ },{unackedAlarm},20.2
03-Feb-25 3:15:00 AM WEST,{ },{unackedAlarm},20.6
03-Feb-25 3:30:00 AM WEST,{ },{unackedAlarm},20.1
03-Feb-25 3:45:01 AM WEST,{ },{unackedAlarm},20.5
03-Feb-25 4:00:01 AM WEST,{ },{unackedAlarm},21.8
03-Feb-25 4:15:02 AM WEST,{ },{unackedAlarm},22.4
03-Feb-25 4:30:02 AM WEST,{ },{unackedAlarm},23.1
03-Feb-25 4:45:01 AM WEST,{ },{unackedAlarm},23.4
03-Feb-25 5:00:00 AM WEST,{ },{unackedAlarm},22.1
03-Feb-25 5:15:01 AM WEST,{ },{unackedAlarm},20.3
03-Feb-25 5:30:01 AM WEST,{ },{unackedAlarm},20.2
03-Feb-25 5:45:01 AM WEST,{ },{unackedAlarm},20.3
03-Feb-25 6:00:02 AM WEST,{ },{unackedAlarm},19.9
03-Feb-25 6:15:02 AM WEST,{ },{unackedAlarm},20.3
03-Feb-25 6:30:02 AM WEST,{ },{unackedAlarm},20.8
03-Feb-25 6:45:01 AM WEST,{ },{unackedAlarm},22.4
03-Feb-25 7:00:01 AM WEST,{ },{unackedAlarm},23.0
03-Feb-25 7:15:00 AM WEST,{ },{unackedAlarm},23.2
03-Feb-25 7:30:01 AM WEST,{ },{unackedAlarm},22.4
03-Feb-25 7:45:00 AM WEST,{ },{unackedAlarm},20.3
03-Feb-25 8:00:00 AM WEST,{ },{unackedAlarm},20.0
03-Feb-25 8:15:00 AM WEST,{ },{unackedAlarm},20.2
03-Feb-25 8:30:00 AM WEST,{ },{unackedAlarm},19.8
03-Feb-25 8:45:01 AM WEST,{ },{unackedAlarm},20.2
03-Feb-25 9:00:00 AM WEST,{ },{unackedAlarm},19.7
03-Feb-25 9:15:01 AM WEST,{ },{unackedAlarm},20.0
03-Feb-25 9:30:01 AM WEST,{ },{unackedAlarm},21.0
03-Feb-25 9:45:01 AM WEST,{ },{unackedAlarm},22.3
03-Feb-25 10:00:00 AM WEST,{ },{unackedAlarm},22.9
03-Feb-25 10:15:00 AM WEST,{ },{unackedAlarm},23.1
03-Feb-25 10:30:01 AM WEST,{ },{unackedAlarm},22.0
03-Feb-25 10:45:00 AM WEST,{ },{unackedAlarm},20.0
03-Feb-25 11:00:02 AM WEST,{ },{unackedAlarm},19.9
03-Feb-25 11:15:00 AM WEST,{ },{unackedAlarm},20.3
03-Feb-25 11:30:01 AM WEST,{ },{unackedAlarm},19.7
03-Feb-25 11:45:01 AM WEST,{ },{unackedAlarm},20.4
03-Feb-25 12:00:00 PM WEST,{ },{unackedAlarm},19.7
03-Feb-25 12:15:01 PM WEST,{ },{unackedAlarm},20.5
03-Feb-25 12:30:01 PM WEST,{ },{unackedAlarm},21.2
03-Feb-25 12:45:00 PM WEST,{ },{unackedAlarm},22.7
03-Feb-25 1:00:00 PM WEST,{ },{unackedAlarm},23.2
03-Feb-25 1:15:00 PM WEST,{ },{unackedAlarm},23.5
03-Feb-25 1:30:00 PM WEST,{ },{unackedAlarm},23.6
03-Feb-25 1:45:00 PM WEST,{ },{unackedAlarm},23.5
03-Feb-25 2:00:00 PM WEST,{ },{unackedAlarm},22.5
03-Feb-25 2:15:01 PM WEST,{ },{unackedAlarm},20.6
03-Feb-25 2:30:01 PM WEST,{ },{unackedAlarm},20.3
03-Feb-25 2:45:00 PM WEST,{ },{unackedAlarm},20.3
03-Feb-25 3:00:01 PM WEST,{ },{unackedAlarm},20.0
03-Feb-25 3:15:00 PM WEST,{ },{unackedAlarm},20.4
03-Feb-25 3:30:01 PM WEST,{ },{unackedAlarm},22.0
03-Feb-25 3:45:01 PM WEST,{ },{unackedAlarm},22.6
03-Feb-25 4:00:01 PM WEST,{ },{unackedAlarm},23.4
